id,name,yomi,former_shrine_rank,shikinaisha_type,ichinomiya_name,province,county,prefecture,city,address,lat,lng,gmap_url,main_god_ids,sub_god_ids,description,source_key,source_id,db_tier
T2S181734_1,(下立松原神社の合祀)天神社,,,小,,,朝夷郡,,,,34.9153250,139.8678500,"https://maps.google.com/?q=34.9153250,139.8678500",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181734:1,2
T2S181749_1,(合祀)健田須賀神社,,,小,,,結城郡,,,,36.3024972,139.8749583,"https://maps.google.com/?q=36.3024972,139.8749583",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181749:1,2
T2S183085_2,(旧地？)元百射山神社,,,小,,,窪屋郡,,,,34.6502556,133.7577222,"https://maps.google.com/?q=34.6502556,133.7577222",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,183085:2,2
T2S181715_2,(旧社地)不動寺(大里郡寄居町富田),,,小,,,男衾郡,,,,36.1023250,139.2363361,"https://maps.google.com/?q=36.1023250,139.2363361",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181715:2,2
T2S181728_2,(旧社地)元森神社・八坂神社,,,名大,,,児玉郡,,,,36.1845389,139.0775833,"https://maps.google.com/?q=36.1845389,139.0775833",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181728:2,2
T2S181451_2,(旧社地)天神社,,,小,,,愛智郡,,,,35.0814778,136.9514583,"https://maps.google.com/?q=35.0814778,136.9514583",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181451:2,2
T2S181722_3,(旧社地)水天宮石碑,,,小,,,賀美郡,,,,36.2401944,139.1021028,"https://maps.google.com/?q=36.2401944,139.1021028",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181722:3,2
T2S181730_1,(現社地)伊古乃速御玉比売神社,,,小,,,比企郡,,,,36.0742111,139.3395917,"https://maps.google.com/?q=36.0742111,139.3395917",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181730:1,2
T2S181706_1,(現社地)伊波比神社,,,小,,,横見郡,,,,36.0545111,139.4427056,"https://maps.google.com/?q=36.0545111,139.4427056",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181706:1,2
T2S181715_1,(現社地)小被神社,,,小,,,男衾郡,,,,36.1103722,139.2401806,"https://maps.google.com/?q=36.1103722,139.2401806",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181715:1,2
T2S181728_1,(現社地)金鑚神社,,,名大,,,児玉郡,,,,36.1804167,139.0729167,"https://maps.google.com/?q=36.1804167,139.0729167",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181728:1,2
T2S181722_1,(現社地)長幡部神社,,,小,,,賀美郡,,,,36.2434222,139.1108222,"https://maps.google.com/?q=36.2434222,139.1108222",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181722:1,2
T2S181737_1,(現社地)高家神社,,,小,,,朝夷郡,,,,34.9625694,139.9496500,"https://maps.google.com/?q=34.9625694,139.9496500",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181737:1,2
T2S181708_2,(論)中氷川神社(所沢市三ヶ島),,,小,,,入間郡,,,,35.7895694,139.3975722,"https://maps.google.com/?q=35.7895694,139.3975722",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181708:2,2
T2S181708_1,(論)中氷川神社(所沢市山口),,,小,,,入間郡,,,,35.7789111,139.4301361,"https://maps.google.com/?q=35.7789111,139.4301361",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181708:1,2
T2S181719_2,(論)八幡神社(三ヶ尻),,,小,,,播羅郡,,,,36.1595583,139.3196361,"https://maps.google.com/?q=36.1595583,139.3196361",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181719:2,2
T2S181716_1,(論)出雲乃伊波比神社(大里郡寄居町),,,小,,,男衾郡,,,,36.1124417,139.2420750,"https://maps.google.com/?q=36.1124417,139.2420750",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181716:1,2
T2S181716_2,(論)出雲乃伊波比神社(熊谷市板井),,,小,,,男衾郡,,,,36.1065111,139.3177556,"https://maps.google.com/?q=36.1065111,139.3177556",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181716:2,2
T2S181707_2,(論)出雲伊波比神社,,,小,,,入間郡,,,,35.9428472,139.3113167,"https://maps.google.com/?q=35.9428472,139.3113167",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181707:2,2
T2S181707_1,(論)出雲祝神社,,,小,,,入間郡,,,,35.7877361,139.3764167,"https://maps.google.com/?q=35.7877361,139.3764167",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181707:1,2
T2S181700_5,(論)加茂神社(さいたま市),,,小,,,足立郡,,,,35.9456417,139.6089000,"https://maps.google.com/?q=35.9456417,139.6089000",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181700:5,2
T2S181711_2,(論)国渭地祇神社(坂戸市森戸),,,小,,,入間郡,,,,35.9324944,139.3565361,"https://maps.google.com/?q=35.9324944,139.3565361",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181711:2,2
T2S181717_2,(論)塚田三嶋神社,,,小,,,男衾郡,,,,36.1125306,139.2608194,"https://maps.google.com/?q=36.1125306,139.2608194",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181717:2,2
T2S181718_2,(論)大我井神社,,,小,,,播羅郡,,,,36.2281750,139.3786250,"https://maps.google.com/?q=36.2281750,139.3786250",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181718:2,2
T2S181695_1,(論)大麻止乃豆乃天神社,,,小,,,多磨郡,,,,35.6461722,139.4919889,"https://maps.google.com/?q=35.6461722,139.4919889",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181695:1,2
T2S181721_1,(論)奈良神社,,,小,,,播羅郡,,,,36.1872639,139.3660278,"https://maps.google.com/?q=36.1872639,139.3660278",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181721:1,2
T2S181714_1,(論)宮目神社(玉敷神社の境内社),,,小,,,埼玉郡,,,,36.1072639,139.5695500,"https://maps.google.com/?q=36.1072639,139.5695500",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181714:1,2
T2S181700_3,(論)慈眼寺(水判土),,,小,,,足立郡,,,,35.8993583,139.5927639,"https://maps.google.com/?q=35.8993583,139.5927639",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181700:3,2
T2S181691_1,(論)杉山神社(武蔵国六之宮),,,小,,,都筑郡,,,,35.5284806,139.5270722,"https://maps.google.com/?q=35.5284806,139.5270722",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181691:1,2
T2S181700_2,(論)植田谷本の楠(足立神社 旧社地),,,小,,,足立郡,,,,35.8928556,139.5941306,"https://maps.google.com/?q=35.8928556,139.5941306",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181700:2,2
T2S181720_1,(論)楡山神社,,,小,,,播羅郡,,,,36.2044444,139.2984417,"https://maps.google.com/?q=36.2044444,139.2984417",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181720:1,2
T2S181718_3,(論)歓喜院(妻沼院),,,小,,,播羅郡,,,,36.2284333,139.3745028,"https://maps.google.com/?q=36.2284333,139.3745028",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181718:3,2
T2S181695_2,(論)武蔵御嶽神社,,,小,,,多磨郡,,,,35.7831111,139.1500750,"https://maps.google.com/?q=35.7831111,139.1500750",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181695:2,2
T2S181710_1,(論)物部天神社・國渭地祇神社・天満天神(北野天神社),,,小,,,入間郡,,,,35.7906944,139.4288333,"https://maps.google.com/?q=35.7906944,139.4288333",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181710:1,2
T2S181707_3,(論)物部天神社・國渭地祇神社・天満天神(北野天神社)か？,,,小,,,入間郡,,,,35.7906944,139.4288333,"https://maps.google.com/?q=35.7906944,139.4288333",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181707:3,2
T2S181711_1,(論)物部天神社・國渭地祇神社・天満天神(北野天神社)の合祀,,,小,,,入間郡,,,,35.7906944,139.4288333,"https://maps.google.com/?q=35.7906944,139.4288333",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181711:1,2
T2S181713_1,(論)玉敷神社,,,小,,,埼玉郡,,,,36.1074722,139.5696000,"https://maps.google.com/?q=36.1074722,139.5696000",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181713:1,2
T2S181719_1,(論)田中神社,,,小,,,播羅郡,,,,36.1494000,139.3217972,"https://maps.google.com/?q=36.1494000,139.3217972",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181719:1,2
T2S181718_1,(論)白髪神社(熊谷市妻沼),,,小,,,播羅郡,,,,36.2318639,139.3798333,"https://maps.google.com/?q=36.2318639,139.3798333",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181718:1,2
T2S181717_1,(論)稲乃比売神社,,,小,,,男衾郡,,,,36.1058472,139.2006861,"https://maps.google.com/?q=36.1058472,139.2006861",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181717:1,2
T2S181689_1,(論)薭田神社,,,小,,,荏原郡,,,,35.5644889,139.7226139,"https://maps.google.com/?q=35.5644889,139.7226139",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181689:1,2
T2S181698_2,(論)虎柏神社,,,小,,,多磨郡,,,,35.8028167,139.2671000,"https://maps.google.com/?q=35.8028167,139.2671000",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181698:2,2
T2S181698_1,(論)虎狛神社,,,小,,,多磨郡,,,,35.6615056,139.5503667,"https://maps.google.com/?q=35.6615056,139.5503667",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181698:1,2
T2S181700_1,(論)足立神社(上木埼),,,小,,,足立郡,,,,35.8891639,139.6463417,"https://maps.google.com/?q=35.8891639,139.6463417",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181700:1,2
T2S181699_2,(論)青渭神社(稲城),,,小,,,多磨郡,,,,35.6428083,139.5012444,"https://maps.google.com/?q=35.6428083,139.5012444",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181699:2,2
T2S181699_1,(論)青渭神社(調布),,,小,,,多磨郡,,,,35.6673861,139.5528194,"https://maps.google.com/?q=35.6673861,139.5528194",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181699:1,2
T2S181699_3,(論)青渭神社奥宮,,,小,,,多磨郡,,,,35.8191028,139.1776694,"https://maps.google.com/?q=35.8191028,139.1776694",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181699:3,2
T2S181713_2,(論)騎西城址,,,小,,,埼玉郡,,,,36.1043167,139.5833778,"https://maps.google.com/?q=36.1043167,139.5833778",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181713:2,2
T2S181705_1,(論)高負彦根神社,,,小,,,横見郡,,,,36.0688361,139.4385194,"https://maps.google.com/?q=36.0688361,139.4385194",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181705:1,2
T2S181724_2,(論社・合祀)榛名宮神社,,,小,,,賀美郡,,,,36.2362028,139.1399528,"https://maps.google.com/?q=36.2362028,139.1399528",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181724:2,2
T2S181729_2,(論社・旧社地)高城神社跡地,,,小,,,大里郡,,,,36.0949222,139.4117194,"https://maps.google.com/?q=36.0949222,139.4117194",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181729:2,2
T2S180847_1,"34.483343, 135.790103",,,小,,,高市郡,,,,34.4833417,135.7901028,"https://maps.google.com/?q=34.4833417,135.7901028",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,180847:1,2
T2S183025_1,"34.727393, 134.408187",,,小,,,赤穂郡,,,,34.7273917,134.4081861,"https://maps.google.com/?q=34.7273917,134.4081861",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,183025:1,2
T2S183026_1,"34.871703, 134.305953",,,小,,,赤穂郡,,,,34.8717028,134.3059528,"https://maps.google.com/?q=34.8717028,134.3059528",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,183026:1,2
T2S180588_1,"34.919942, 135.702505",,,小,,,乙訓郡,,,,34.9199417,135.7025056,"https://maps.google.com/?q=34.9199417,135.7025056",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,180588:1,2
T2S182796_1,A)佐為神社,,,小,,,意宇郡,,,,35.3972444,132.9144889,"https://maps.google.com/?q=35.3972444,132.9144889",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,182796:1,2
T2S182797_1,A)佐為高守神社,,,小,,,意宇郡,,,,35.3972444,132.9144889,"https://maps.google.com/?q=35.3972444,132.9144889",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,182797:1,2
T2S182796_2,B)出雲路幸神社,,,小,,,意宇郡,,,,35.4031250,133.2155806,"https://maps.google.com/?q=35.4031250,133.2155806",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,182796:2,2
T2S182797_2,B)出雲路幸神社境内社天神社,,,小,,,意宇郡,,,,35.4031250,133.2155806,"https://maps.google.com/?q=35.4031250,133.2155806",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,182797:2,2
T2S180955_1,①樟本神社（木の本）,,,小,,,志紀郡,,,,34.6010944,135.5879222,"https://maps.google.com/?q=34.6010944,135.5879222",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,180955:1,2
T2S180955_2,②樟本神社（南木の本）,,,小,,,志紀郡,,,,34.6017889,135.5892917,"https://maps.google.com/?q=34.6017889,135.5892917",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,180955:2,2
T2S180955_3,③樟本神社（北木の本）,,,小,,,志紀郡,,,,34.6090639,135.5896306,"https://maps.google.com/?q=34.6090639,135.5896306",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,180955:3,2
T2S182446_4,一宮神社,,,小,,,魚沼郡,,,,37.0300806,138.8628444,"https://maps.google.com/?q=37.0300806,138.8628444",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182446:4,2
T2S181535_3,七ッ森神社,,,小,,,山名郡,,,,34.7565944,137.9342111,"https://maps.google.com/?q=34.7565944,137.9342111",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181535:3,2
T2S181446_2,七所社摂社御田神社,,,小,,,愛智郡,,,,35.1586250,136.8407556,"https://maps.google.com/?q=35.1586250,136.8407556",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181446:2,2
T2S181531_1,三倉八幡神社(大久保八幡神社),,,小,,,周知郡,,,,34.9238944,137.9271361,"https://maps.google.com/?q=34.9238944,137.9271361",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181531:1,2
T2S182560_1,三宅神社,,,小,,,加佐郡,,,,35.4725278,135.3863056,"https://maps.google.com/?q=35.4725278,135.3863056",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182560:1,2
T2S182706_2,三寶社(平内神社),,,小,,,美含郡,,,,35.6635417,134.5428694,"https://maps.google.com/?q=35.6635417,134.5428694",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,182706:2,2
T2S181503_1,三岳神社,,,小,,,引佐郡,,,,34.8506333,137.6935972,"https://maps.google.com/?q=34.8506333,137.6935972",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181503:1,2
T2S181606_1,三島神社,,,小,,,賀茂郡,,,,34.6581500,138.7903861,"https://maps.google.com/?q=34.6581500,138.7903861",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181606:1,2
T2S181611_2,三島神社(南伊豆町二條),,,小,,,賀茂郡,,,,34.6550556,138.8565222,"https://maps.google.com/?q=34.6550556,138.8565222",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181611:2,2
T2S181608_1,三嶋神社,,,小,,,賀茂郡,,,,34.7550333,138.9460417,"https://maps.google.com/?q=34.7550333,138.9460417",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181608:1,2
T2S181598_1,三嶋神社(下小野),,,小,,,賀茂郡,,,,34.6689944,138.8441667,"https://maps.google.com/?q=34.6689944,138.8441667",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181598:1,2
T2S183118_2,三良坂町,,,小,,,三谿郡,,,,34.7679000,132.9585361,"https://maps.google.com/?q=34.7679000,132.9585361",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,183118:2,2
T2S182333_2,三輪神社,,,小,,,加賀郡,,,,36.6591667,136.7336333,"https://maps.google.com/?q=36.6591667,136.7336333",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182333:2,2
T2S181751_2,三輪茂侶神社,,,小,,,葛餝郡,,,,35.8705778,139.9087111,"https://maps.google.com/?q=35.8705778,139.9087111",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181751:2,2
T2S181751_1,三輪野江神社,,,小,,,葛餝郡,,,,35.8714528,139.8929778,"https://maps.google.com/?q=35.8714528,139.8929778",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181751:1,2
T2S180667_1,上治道宮,,,小,,,添上郡,,,,34.6200917,135.8351528,"https://maps.google.com/?q=34.6200917,135.8351528",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,180667:1,2
T2S181727_3,上蒔田椋神社,,,小,,,秩父郡,,,,36.0216278,139.0648417,"https://maps.google.com/?q=36.0216278,139.0648417",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181727:3,2
T2S181844_1,上許曽神社,,,小,,,浅井郡,,,,35.4742444,136.3171222,"https://maps.google.com/?q=35.4742444,136.3171222",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181844:1,2
T2S180864_2,下居神社,,,小,,,十市郡,,,,34.4946167,135.8583139,"https://maps.google.com/?q=34.4946167,135.8583139",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,180864:2,2
T2S180667_2,下治道宮,,,小,,,添上郡,,,,34.6196333,135.8077806,"https://maps.google.com/?q=34.6196333,135.8077806",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,180667:2,2
T2S181736_2,下立松原神社(千倉町),,,小,,,朝夷郡,,,,34.9755500,139.9511833,"https://maps.google.com/?q=34.9755500,139.9511833",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181736:2,2
T2S181736_1,下立松原神社(白浜町),,,小,,,朝夷郡,,,,34.9151361,139.8677250,"https://maps.google.com/?q=34.9151361,139.8677250",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181736:1,2
T2S181688_4,下鶴間諏訪神社,,,小,,,高座郡,,,,35.4975222,139.4624472,"https://maps.google.com/?q=35.4975222,139.4624472",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181688:4,2
T2S181431_3,両社宮神社,,,小,,,山田郡,,,,35.2539194,136.9403250,"https://maps.google.com/?q=35.2539194,136.9403250",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181431:3,2
T2S181967_2,中宮神社（大歳神社に合祀）,,,小,,,荒城郡,,,,36.2488556,137.1699167,"https://maps.google.com/?q=36.2488556,137.1699167",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181967:2,2
T2S181674_1,中尾神社,,,小,,,八代郡,,,,35.6532500,138.7042750,"https://maps.google.com/?q=35.6532500,138.7042750",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181674:1,2
T2S182456_2,中山神社（三条市）,,,小,,,蒲原郡,,,,37.6196278,138.9875111,"https://maps.google.com/?q=37.6196278,138.9875111",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182456:2,2
T2S182456_1,中山神社（五泉市）,,,小,,,蒲原郡,,,,37.7304861,139.1334417,"https://maps.google.com/?q=37.7304861,139.1334417",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182456:1,2
T2S182449_1,中山神社（合祀）,,,小,,,蒲原郡,,,,37.7303861,139.1334083,"https://maps.google.com/?q=37.7303861,139.1334083",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182449:1,2
T2S183290_2,中津宮,,,名大,,,宗像郡,,,,33.8974306,130.4319667,"https://maps.google.com/?q=33.8974306,130.4319667",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,183290:2,2
T2S181727_2,中蒔田椋神社,,,小,,,秩父郡,,,,36.0317333,139.0773500,"https://maps.google.com/?q=36.0317333,139.0773500",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181727:2,2
T2S181758_2,中郷阿彌神社,,,小,,,信太郡,,,,36.0421722,140.2121917,"https://maps.google.com/?q=36.0421722,140.2121917",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181758:2,2
T2S182608_1,丸田神社（久美浜町甲山）,,,小,,,熊野郡,,,,35.6081167,134.9156778,"https://maps.google.com/?q=35.6081167,134.9156778",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182608:1,2
T2S180967_1,丹比神社相殿,,,小,,,丹比郡,,,,34.5445583,135.5626306,"https://maps.google.com/?q=34.5445583,135.5626306",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,180967:1,2
T2S180754_2,丹生川上神社（中社）,,,名大,,,吉野郡,,,,34.3902556,135.9864528,"https://maps.google.com/?q=34.3902556,135.9864528",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,180754:2,2
T2S181883_1,丹生神社（上丹生）,,,小,,,伊香郡,,,,35.5648250,136.2339111,"https://maps.google.com/?q=35.5648250,136.2339111",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181883:1,2
T2S181883_2,丹生神社（下丹生）,,,小,,,伊香郡,,,,35.5569250,136.2277889,"https://maps.google.com/?q=35.5569250,136.2277889",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181883:2,2
T2S181874_2,乃伎多神社（東物部）,,,小,,,伊香郡,,,,35.4786583,136.2225306,"https://maps.google.com/?q=35.4786583,136.2225306",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181874:2,2
T2S181874_1,乃伎多神社（東阿閉）,,,小,,,伊香郡,,,,35.4579639,136.2176611,"https://maps.google.com/?q=35.4579639,136.2176611",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181874:1,2
T2S182928_1,久奈子神社,,,小,,,神門郡,,,,35.3300611,132.7444111,"https://maps.google.com/?q=35.3300611,132.7444111",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,182928:1,2
T2S182370_1,久志伊奈太伎比咩神社（国分町）,,,小,,,能登郡,,,,37.0360306,136.9540500,"https://maps.google.com/?q=37.0360306,136.9540500",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182370:1,2
T2S182370_2,久志伊奈太伎比咩神社（飯川町）,,,小,,,能登郡,,,,37.0072861,136.9318389,"https://maps.google.com/?q=37.0072861,136.9318389",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182370:2,2
T2S180583_1,久我神社,,,小,,,乙訓郡,,,,34.9406583,135.7302528,"https://maps.google.com/?q=34.9406583,135.7302528",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,180583:1,2
T2S182569_1,久理陀神社,,,小,,,与謝郡,,,,35.5636056,135.2435139,"https://maps.google.com/?q=35.5636056,135.2435139",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182569:1,2
T2S181585_1,久良浜神社,,,小,,,賀茂郡,,,,34.0863278,139.5607389,"https://maps.google.com/?q=34.0863278,139.5607389",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181585:1,2
T2S181477_1,久麻久神社,,,小,,,播豆郡,,,,34.8747056,137.0767500,"https://maps.google.com/?q=34.8747056,137.0767500",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181477:1,2
T2S181477_2,久麻久神社(熊味町),,,小,,,播豆郡,,,,34.8720083,137.0704917,"https://maps.google.com/?q=34.8720083,137.0704917",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181477:2,2
T2S182354_1,久麻加夫都阿良加志比古神社,,,小,,,羽咋郡,,,,37.1306056,136.8337722,"https://maps.google.com/?q=37.1306056,136.8337722",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182354:1,2
T2S182686_1,久麻神社,,,小,,,城崎郡,,,,35.5521111,134.7987139,"https://maps.google.com/?q=35.5521111,134.7987139",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182686:1,2
T2S181852_3,乎弥神社,,,小,,,伊香郡,,,,35.5324472,136.2045833,"https://maps.google.com/?q=35.5324472,136.2045833",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181852:3,2
T2S181253_1,亀山神社に合祀,,,小,,,鈴鹿郡,,,,34.8566417,136.4497806,"https://maps.google.com/?q=34.8566417,136.4497806",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181253:1,2
T2S182393_1,二上射水神社,,,小,,,射水郡,,,,36.7779139,137.0178694,"https://maps.google.com/?q=36.7779139,137.0178694",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,182393:1,2
T2S182092_1,二俣神社,,,小,,,桃生郡,,,,38.5022000,141.3169278,"https://maps.google.com/?q=38.5022000,141.3169278",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,182092:1,2
T2S183130_1,二俣神社,,,小,,,都濃郡,,,,34.1820056,131.8182806,"https://maps.google.com/?q=34.1820056,131.8182806",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,183130:1,2
T2S181490_1,二宮神社,,,小,,,浜名郡,,,,34.7024750,137.5624333,"https://maps.google.com/?q=34.7024750,137.5624333",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181490:1,2
T2S181500_1,二宮神社,,,小,,,引佐郡,,,,34.8371556,137.6724222,"https://maps.google.com/?q=34.8371556,137.6724222",,,延喜式内社データベースの現社候補,KOKUGAKUIN_SHIKINAI,181500:1,2
T2S181663_3,二宮神社,,,小,,,山梨郡,,,,35.6552500,138.6271750,"https://maps.google.com/?q=35.6552500,138.6271750",,,延喜式内社データベースの現社候補（論社）,KOKUGAKUIN_SHIKINAI,181663:3,2
